Reported by,Origin (prefectures),Origin (district),Origin (municipality),Origin (Other),Food category,Item,Day of collection,Result found Date,134Cs Radioactivity concentration (Bq/kg),134Cs detection limit (Bq/kg),137Cs Radioactivity concentration (Bq/kg),137Cs detection limit (Bq/kg),134Cs + 137Cs Radioactivity concentration (Bq/kg),134Cs + 137Cs detection limit (Bq/kg),134Cs + 137Cs  exceeded reference value, Remarks
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B644,Wild birds and animals,Wild boar,2015-01-07,2015-02-20,,,,,3.9E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Wild boar,2015-01-11,2015-02-20,,,,,5.7E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Wild boar,2015-01-11,2015-02-20,,,,,7.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B644,Wild birds and animals,Wild boar,2015-01-13,2015-02-20,,,,,3.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Nishiaizu town,A353,Wild birds and animals,Wild boar,2015-01-14,2015-02-20,,,,,3.9E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E634,Wild birds and animals,Wild boar,2015-01-14,2015-02-20,,,,,4.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Wild boar,2015-01-15,2015-02-20,,,,,4.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kennan,Shirakawa city,E414,Wild birds and animals,Pheasant,2015-01-15,2015-03-13,,,,,4.1E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Nishiaizu town,A251,Wild birds and animals,Wild boar,2015-01-16,2015-02-20,,,,,2.4E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Wild boar,2015-01-16,2015-02-20,,,,,4.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B644,Wild birds and animals,Wild boar,2015-01-16,2015-02-20,,,,,7.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B644,Wild birds and animals,Wild boar,2015-01-16,2015-02-20,,,,,7.9E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A061,Wild birds and animals,Japanese sika deer,2015-01-16,2015-02-20,,,,,1.4E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A063,Wild birds and animals,Black bear,2015-01-20,2015-03-13,,,,,5.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Wild boar,2015-01-22,2015-02-20,,,,,5.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B341,Wild birds and animals,Wild boar,2015-01-25,2015-03-13,,,,,4.5E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B342,Wild birds and animals,Wild boar,2015-01-25,2015-03-13,,,,,4.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B644,Wild birds and animals,Wild boar,2015-01-26,2015-02-20,,,,,3.1E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Nishiaizu town,A353,Wild birds and animals,Wild boar,2015-01-29,2015-03-13,,,,,2.4E+01,,,
Fukushima prefecture,Fukushima prefecture,Soso,Soma city,B562,Wild birds and animals,Copper pheasant,2015-01-31,2015-03-13,,,,,1.9E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Wild boar,2015-02-04,2015-03-13,,,,,1.7E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Nishiaizu town,A452,Wild birds and animals,Wild boar,2015-02-05,2015-04-08,,,,,2.5E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B141,Wild birds and animals,Wild boar,2015-02-06,2015-03-13,,,,,2.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B141,Wild birds and animals,Wild boar,2015-02-07,2015-03-13,,,,,2.9E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Aizu,Yama county Nishiaizu town,A451,Wild birds and animals,Wild boar,2015-02-08,2015-03-13,,,,,9.1E+00,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E714,Wild birds and animals,Wild boar,2015-02-08,2015-03-13,,,,,5.2E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Iwase county Tenei village,E711,Wild birds and animals,Japanese sika deer,2015-02-08,2015-03-13,,,,,8.5E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Wild boar,2015-02-09,2015-03-13,,,,,7.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E714,Wild birds and animals,Wild boar,2015-02-11,2015-03-13,,,,,1.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E714,Wild birds and animals,Wild boar,2015-02-11,2015-03-13,,,,,4.3E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B161,Wild birds and animals,Wild boar,2015-02-12,2015-03-13,,,,,3.4E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B051,Wild birds and animals,Wild boar,2015-02-13,2015-03-13,,,,,1.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B273,Wild birds and animals,Wild boar,2015-02-13,2015-03-13,,,,,5.8E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B273,Wild birds and animals,Wild boar,2015-02-13,2015-03-13,,,,,8.6E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B274,Wild birds and animals,Wild boar,2015-02-13,2015-03-13,,,,,1.0E+04,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B274,Wild birds and animals,Wild boar,2015-02-13,2015-03-13,,,,,3.0E+04,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E734,Wild birds and animals,Wild boar,2015-02-15,2015-03-13,,,,,3.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B042,Wild birds and animals,Wild boar,2015-02-15,2015-03-13,,,,,3.5E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B042,Wild birds and animals,Wild boar,2015-02-15,2015-03-13,,,,,4.9E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Wild boar,2015-02-16,2015-03-13,,,,,5.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B644,Wild birds and animals,Wild boar,2015-02-18,2015-03-13,,,,,3.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,B161,Wild birds and animals,Wild boar,2015-02-21,2015-03-13,,,,,1.3E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B474,Wild birds and animals,Wild boar,2015-02-22,2015-03-13,,,,,2.7E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Wild boar,2015-02-25,2015-03-13,,,,,3.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kunimi town,B643,Wild birds and animals,Wild boar,2015-02-26,2015-04-08,,,,,3.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E732,Wild birds and animals,Wild boar,2015-02-27,2015-04-08,,,,,9.0E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Futaba county Katsurao village,B163,Wild birds and animals,Wild boar,2015-02-27,2015-04-08,,,,,5.7E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Minamisoma city,B371,Wild birds and animals,Wild boar,2015-03-01,2015-04-08,,,,,9.8E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Futaba county Tomioka town,B072,Wild birds and animals,Wild boar,2015-03-03,2015-04-08,,,,,3.8E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B331,Wild birds and animals,Wild boar,2015-03-04,2015-04-08,,,,,3.2E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,E754,Wild birds and animals,Wild boar,2015-03-05,2015-04-08,,,,,5.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Soso,Futaba county Katsurao village,B252,Wild birds and animals,Wild boar,2015-03-06,2015-04-08,,,,,3.4E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B232,Wild birds and animals,Wild boar,2015-03-07,2015-04-08,,,,,1.6E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Nihommatsu city,B244,Wild birds and animals,Wild boar,2015-03-07,2015-04-08,,,,,1.3E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Motomiya city,B143,Wild birds and animals,Wild boar,2015-03-07,2015-04-08,,,,,1.5E+03,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E714,Wild birds and animals,Wild boar,2015-03-14,2015-04-08,,,,,3.5E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Motomiya city,B221,Wild birds and animals,Wild boar,2015-03-18,2015-04-08,,,,,4.5E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Tamura city,E753,Wild birds and animals,Wild boar,2015-03-23,2015-04-08,,,,,7.5E+01,,,
Fukushima prefecture,Fukushima prefecture,Kenchu,Sukagawa city,E634,Wild birds and animals,Wild boar,2015-04-01,2015-04-08,,,,,1.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kori town,B632,Wild birds and animals,Wild boar,2015-04-06,2015-06-22,,,,,2.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kori town,B632,Wild birds and animals,Wild boar,2015-04-06,2015-06-22,,,,,8.3E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kori town,B641 ,Wild birds and animals,Wild boar,2015-04-06,2015-06-22,,,,,4.6E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kori town,B632,Wild birds and animals,Wild boar,2015-04-07,2015-06-22,,,,,3.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B013,Wild birds and animals,Wild boar,2015-04-09,2015-06-22,,,,,1.7E+01,,,
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kori town,B632,Wild birds and animals,Wild boar,2015-04-23,2015-06-22,,,,,3.4E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kempoku,Date county Kori town,B632,Wild birds and animals,Black bear,2015-04-23,2015-06-22,,,,,4.8E+02,,Exceeded reference value,"Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys from April 1, 2012.  Over 100 Bq/kg in total of 134Cs and 137Cs in the surveys until March 31, 2012"
Fukushima prefecture,Fukushima prefecture,Kenchu,Koriyama city,B013,Wild birds and animals,Wild boar,2015-04-26,2015-06-22,,,,,5.0E+01,,,
Fukushima prefecture,Fukushima prefecture,Aizu,Onuma county Aizumisato town,A073,Wild birds and animals,Wild boar,2015-05-06,2015-06-22,ND,<6.3E+00,ND,<5.3E+00,,,,
